gold_label,sentence1,sentence2
entailment,I have to rent an apartment but,I want to do it again
entailment,I want to do it again,I say interesting
entailment,I say interesting,So I guess we can start playing the game now
entailment,So I guess we can start playing the game now,Show me up let's go
entailment,Show me up let's go,He asked me for a secret code
entailment,He asked me for a secret code,and asked me for a secret
entailment,and asked me for a secret,A secret
entailment,A secret,I think it was 550 OK so now that we've played a game
entailment,I think it was 550 OK so now that we've played a game,Are you creating a tournament or no
entailment,Are you creating a tournament or no,No no I think it's a game tic TAC toe
entailment,No no I think it's a game tic TAC toe,yeah we play with a friend
entailment,yeah we play with a friend,of rain and you have to see me doing
entailment,of rain and you have to see me doing,Okay and then
entailment,Okay and then,You pause on it yeah
entailment,You pause on it yeah,yeah I will post on the chat here
entailment,yeah I will post on the chat here,Jim said okay
entailment,Jim said okay,Well either way yeah
entailment,Well either way yeah,yeah posted here as well
entailment,yeah posted here as well,OK so now I ended up games and we start playing game so all the emotion
entailment,OK so now I ended up games and we start playing game so all the emotion,First first
entailment,First first,I guess you know one Mustafa right
entailment,I guess you know one Mustafa right,Okay
entailment,Okay,Okay now is me
entailment,Okay now is me,Then it's your turn
entailment,Then it's your turn,This game is easy
entailment,This game is easy,really enjoy
entailment,really enjoy,yeah
entailment,yeah,You got $5000 what are you gonna do with it
entailment,You got $5000 what are you gonna do with it,wow
entailment,wow,Okay
entailment,Okay,Oh you're creating one more game
entailment,Oh you're creating one more game,screen were so mean the level and my reward
entailment,screen were so mean the level and my reward,that's it I think it went away
entailment,that's it I think it went away,yeah
entailment,yeah,I think he can play in Google as well
entailment,I think he can play in Google as well,Like the Google has seen it I don't know if it plays with computer or
entailment,Like the Google has seen it I don't know if it plays with computer or,I think it plays with computer star game or select player
entailment,I think it plays with computer star game or select player,play against a friend there is one here
entailment,play against a friend there is one here,Is the similar like
entailment,Is the similar like,I am not sure let's see
entailment,I am not sure let's see,I think we have to
entailment,I think we have to,So the first game this is wrong nobody mean
entailment,So the first game this is wrong nobody mean,yeah Oh there are a lot of games here
entailment,yeah Oh there are a lot of games here,No
entailment,No,matter what you
entailment,matter what you,need to play the game with you people in play
entailment,need to play the game with you people in play,yeah
entailment,yeah,let's try this one as well or i'll share my screen sorry i'll give control to you
entailment,let's try this one as well or i'll share my screen sorry i'll give control to you,It can also
entailment,It can also,let's go back to that wasting time here
entailment,let's go back to that wasting time here,Sorry
entailment,Sorry,So what other games do we have here
entailment,So what other games do we have here,So I don't know how to play that we know how to play it
entailment,So I don't know how to play that we know how to play it,know which one they go mako
entailment,know which one they go mako,I think it's already 10 minutes right or no
entailment,I think it's already 10 minutes right or no,Well we need to play two games
entailment,Well we need to play two games,Okay
entailment,Okay,I guess really the same tic TAC toe again Madison I don't know how to play it and you don't have to play it
entailment,I guess really the same tic TAC toe again Madison I don't know how to play it and you don't have to play it,Because I we need to know how to play that game and you need a plane how the game well for me
entailment,Because I we need to know how to play that game and you need a plane how the game well for me,I see I think let's try to maybe first understand
entailment,I see I think let's try to maybe first understand,So how do we play this game
entailment,So how do we play this game,Okay the oh there there are instructions here
entailment,Okay the oh there there are instructions here,On and we'll try to
entailment,On and we'll try to,destroy them
entailment,destroy them,Okay
entailment,Okay,So
entailment,So,Try to locate
entailment,Try to locate,The straw the books
entailment,The straw the books,Okay
entailment,Okay,No
entailment,No,Nearly two Okay maybe we can
entailment,Nearly two Okay maybe we can,Try to play in the same time
entailment,Try to play in the same time,yeah
entailment,yeah,Okay
entailment,Okay,So I really didn't see your boy
entailment,So I really didn't see your boy,yeah I can't see you oh you're able to see my board
entailment,yeah I can't see you oh you're able to see my board,Because i'm sharing the screen
entailment,Because i'm sharing the screen,Well I don't look at the screen
entailment,Well I don't look at the screen,So no cheating
entailment,So no cheating,Okay
entailment,Okay,Did I know I did not hit any of my board Howard you're still hit any of yours
entailment,Did I know I did not hit any of my board Howard you're still hit any of yours,mine
entailment,mine,America
entailment,America,There are controls that down he can there are like couple of museums or something like that you can choose that and then hit me
entailment,There are controls that down he can there are like couple of museums or something like that you can choose that and then hit me,Oh okay
entailment,Oh okay,Oh you're tired you are tagged some of it yeah
entailment,Oh you're tired you are tagged some of it yeah,there's
entailment,there's,Only like two missiles I think it can use
entailment,Only like two missiles I think it can use,Oh so to you and on a weapon
entailment,Oh so to you and on a weapon,Maybe I
entailment,Maybe I,said that
entailment,said that,yeah I think I
entailment,yeah I think I,can hit here
entailment,can hit here,yep you did hit little
entailment,yep you did hit little,The goal is to destroy all the boards I think you had your kind of put holes and three of there are two boards is didn't still touch
entailment,The goal is to destroy all the boards I think you had your kind of put holes and three of there are two boards is didn't still touch,yeah I have no weapon
entailment,yeah I have no weapon,yeah me too i'm just using those a
entailment,yeah me too i'm just using those a,waste
entailment,waste,Oh I did
entailment,Oh I did,mine
entailment,mine,I think if I if I hit one i'll get another time I think looks like my tongue
entailment,I think if I if I hit one i'll get another time I think looks like my tongue,is still young
entailment,is still young,said you're mine
entailment,said you're mine,yeah it might turn my turn my turn i'm trying to
entailment,yeah it might turn my turn my turn i'm trying to,Waste no okay again no you're okay
entailment,Waste no okay again no you're okay,you're okay I just not into you
entailment,you're okay I just not into you,So
entailment,So,No
entailment,No,Oh no
entailment,Oh no,I know I saw that
entailment,I know I saw that,listed
entailment,listed,Close oh did he try again
entailment,Close oh did he try again,yeah
entailment,yeah,Oh i've hit one thing and now I got access to one
entailment,Oh i've hit one thing and now I got access to one,yeah
entailment,yeah,I think now i'll hit you probably
entailment,I think now i'll hit you probably,know
entailment,know,Okay
entailment,Okay,Okay so now let's see
entailment,Okay so now let's see,This game all the time to play
entailment,This game all the time to play,yeah if you do have any question marks on the screen
entailment,yeah if you do have any question marks on the screen,Was I do
entailment,Was I do,If you if you
entailment,If you if you,You know hit the question mark you'll get access to muscles that are different weapons
entailment,You know hit the question mark you'll get access to muscles that are different weapons,again
entailment,again,Next time I can hit the question mark
entailment,Next time I can hit the question mark,So now is this
entailment,So now is this,Okay
entailment,Okay,I have a feeling i'm gonna lose the game
entailment,I have a feeling i'm gonna lose the game,Okay
entailment,Okay,See
entailment,See,Almost almost you're ready to destroy my boat yeah
entailment,Almost almost you're ready to destroy my boat yeah,One one full would completely
entailment,One one full would completely,Is your tongue
entailment,Is your tongue,Much just
entailment,Much just,Did it how many books are completed down for you
entailment,Did it how many books are completed down for you,i'm
entailment,i'm,A firefighter did a strike three
entailment,A firefighter did a strike three,Okay do you have to
entailment,Okay do you have to,yeah I have total 12345 as well yeah I wanted to touch three of them but he did not completely destroy any of the boat
entailment,yeah I have total 12345 as well yeah I wanted to touch three of them but he did not completely destroy any of the boat,yeah well but now you destroy mine
entailment,yeah well but now you destroy mine,And Australian ready
entailment,And Australian ready,You destroyed one of mine
entailment,You destroyed one of mine,Yes I know when I hear that NASA
entailment,Yes I know when I hear that NASA,Okay it's my turn again
entailment,Okay it's my turn again,Know isn't what is your
entailment,Know isn't what is your,I think I might
entailment,I think I might,Okay it's your turn
entailment,Okay it's your turn,No way
entailment,No way,Okay
entailment,Okay,is still yet
entailment,is still yet,I think I understood kind of
entailment,I think I understood kind of,Because there are five dots
entailment,Because there are five dots,yeah I just typed for one more I think
entailment,yeah I just typed for one more I think,This one again
entailment,This one again,If that's my fault but
entailment,If that's my fault but,I think
entailment,I think,It has tried to have them
entailment,It has tried to have them,Bring
entailment,Bring,You back play again
entailment,You back play again,newbie i'm going to be
entailment,newbie i'm going to be,The head
entailment,The head,Is your turn
entailment,Is your turn,My turn okay
entailment,My turn okay,Stop recording and get off the zoom meeting and voice recording
entailment,Stop recording and get off the zoom meeting and voice recording,So
entailment,So,The recording is available
entailment,The recording is available,howdy
entailment,howdy,How are you
entailment,How are you,yeah
entailment,yeah,yeah nice good
entailment,yeah nice good,yeah I like me or you can play two games like that though and
entailment,yeah I like me or you can play two games like that though and,yeah dots box escape
entailment,yeah dots box escape,yeah Let me share my screen
entailment,yeah Let me share my screen,Okay
entailment,Okay,Now what is your major
entailment,Now what is your major,i'm from engineering
entailment,i'm from engineering,and
entailment,and,Do you know the rules of the scale
entailment,Do you know the rules of the scale,Your revenue by your experienced
entailment,Your revenue by your experienced,yeah I know
entailment,yeah I know,Okay then shall we go directly to the king
entailment,Okay then shall we go directly to the king,yeah it's tic TAC toe right we have to draw symbols
entailment,yeah it's tic TAC toe right we have to draw symbols,Yes yeah Is it the same the Muslim same row column then that player wins right
entailment,Yes yeah Is it the same the Muslim same row column then that player wins right,Yes
entailment,Yes,Okay
entailment,Okay,yeah
entailment,yeah,yeah
entailment,yeah,yeah sure
entailment,yeah sure,yeah
entailment,yeah,yeah
entailment,yeah,Yes
entailment,Yes,yeah
entailment,yeah,yeah
entailment,yeah,The rules and regulation of this game
entailment,The rules and regulation of this game,They will be doors and we need to draw lines join the
entailment,They will be doors and we need to draw lines join the,dots right
entailment,dots right,Yes we're hoping that position they will
entailment,Yes we're hoping that position they will,get one
entailment,get one,Yes
entailment,Yes,yeah
entailment,yeah,yeah
entailment,yeah,can complete
entailment,can complete,Stop screen sharing
entailment,Stop screen sharing,yeah
entailment,yeah,Stop the recording Thank you
entailment,Stop the recording Thank you,yeah Thank you so much it's nice to
entailment,yeah Thank you so much it's nice to,Show
entailment,Show,My vertical bye
neutral,My vertical bye,i'm good how about you
entailment,i'm good how about you,yeah fine how was your day today
entailment,yeah fine how was your day today,All good
entailment,All good,yeah it's fine
entailment,yeah it's fine,everything's okay SF know
entailment,everything's okay SF know,What courses you take other than these
entailment,What courses you take other than these,numbers of a software looking for a
entailment,numbers of a software looking for a,Oh oh so you are a gun
entailment,Oh oh so you are a gun,No yes
entailment,No yes,I put into an example of being able to instill a sense
entailment,I put into an example of being able to instill a sense,Say okay
entailment,Say okay,Well computer engineering
entailment,Well computer engineering,yeah i'm completely
entailment,yeah i'm completely,Let me share my screen
entailment,Let me share my screen,Okay first we can play the datsun boxes are you aware of the rules of these games
entailment,Okay first we can play the datsun boxes are you aware of the rules of these games,yeah yes I am
entailment,yeah yes I am,Okay so
entailment,Okay so,Similar in so that I can enjoy
entailment,Similar in so that I can enjoy,able to see my screen
entailment,able to see my screen,Yes
entailment,Yes,i'm not able to see your choice
entailment,i'm not able to see your choice,I didn't get any link
entailment,I didn't get any link,You can see in chat zoom chat
entailment,You can see in chat zoom chat,Okay
entailment,Okay,Sorry
entailment,Sorry,Thank you
entailment,Thank you,Thanks
entailment,Thanks,again
entailment,again,You can go for
entailment,You can go for,yeah
entailment,yeah,yeah
entailment,yeah,So taking
entailment,So taking,Let me stop my
entailment,Let me stop my,screen
entailment,screen,Stop recording
entailment,Stop recording,Okay so
entailment,Okay so,So in computer science
entailment,So in computer science,Ai was your major
entailment,Ai was your major,Mine is computer wings first of all I am turned into a
entailment,Mine is computer wings first of all I am turned into a,Computer Okay so this is your second semester on the first semester
entailment,Computer Okay so this is your second semester on the first semester,No it's my first semester like I knew
entailment,No it's my first semester like I knew,Okay so did you do your undergraduate study in computer science
entailment,Okay so did you do your undergraduate study in computer science,Know mine is from completely different like electronics and communication engineering
entailment,Know mine is from completely different like electronics and communication engineering,Now i'm like but I have okay it's printing what are you
entailment,Now i'm like but I have okay it's printing what are you,wow
entailment,wow,I have bachelor email information system
entailment,I have bachelor email information system,So I
entailment,So I,got some programming
entailment,got some programming,Really
entailment,Really,yeah
entailment,yeah,And I also have a degree in business analytics so
entailment,And I also have a degree in business analytics so,semester IV graduate like
entailment,semester IV graduate like,May
entailment,May,yeah I guess the game now on so this game
entailment,yeah I guess the game now on so this game,Do you want to start a game first I start first is a slippery light and
entailment,Do you want to start a game first I start first is a slippery light and,So when is one out on we can only connect the
entailment,So when is one out on we can only connect the,so you denied it connected up and now who ever like completeness Square and you need to die in your initial inside a square and then you will have another term
entailment,so you denied it connected up and now who ever like completeness Square and you need to die in your initial inside a square and then you will have another term,Okay okay well
entailment,Okay okay well,Go now that looks good now let's stop playing the game
entailment,Go now that looks good now let's stop playing the game,I just go ahead and start posting in
entailment,I just go ahead and start posting in,The chat I started first
entailment,The chat I started first,You want to stop
entailment,You want to stop,Okay Okay you can start you can start
entailment,Okay Okay you can start you can start,To
entailment,To,Show
entailment,Show,Like okay it's your time now
entailment,Like okay it's your time now,Okay
entailment,Okay,Oh my God
entailment,Oh my God,You have click on and I
entailment,You have click on and I,think you need to delete this one what is this
entailment,think you need to delete this one what is this,Really the balls
entailment,Really the balls,Okay
entailment,Okay,Okay like
entailment,Okay like,i'm lying
entailment,i'm lying,yeah it is
entailment,yeah it is,it's so
entailment,it's so,Ladies
entailment,Ladies,Okay
entailment,Okay,Yes and now connected
entailment,Yes and now connected,yeah
entailment,yeah,Okay so your lies and now I will
entailment,Okay so your lies and now I will,My lines going some neck is your turn
entailment,My lines going some neck is your turn,Okay
entailment,Okay,Okay my
entailment,Okay my,God
entailment,God,Oh wait sorry wait
entailment,Oh wait sorry wait,You have to delete
entailment,You have to delete,A good
entailment,A good,Okay so I go and your turn
entailment,Okay so I go and your turn,here
entailment,here,Yes well we blame Java to so many different emotion that new good
entailment,Yes well we blame Java to so many different emotion that new good,Well you need to different emotions
entailment,Well you need to different emotions,So now i'm going to make you angry
entailment,So now i'm going to make you angry,Okay now it's my son
entailment,Okay now it's my son,Because I
entailment,Because I,ended imitate like the emotion for our ribbon gave us look why I always smile
entailment,ended imitate like the emotion for our ribbon gave us look why I always smile,Okay
entailment,Okay,yeah
entailment,yeah,Okay I would take the next one okay it's you
entailment,Okay I would take the next one okay it's you,it's your time
entailment,it's your time,yeah
entailment,yeah,Okay then I go in your turn again
entailment,Okay then I go in your turn again,You make some also pasta
entailment,You make some also pasta,Oh
entailment,Oh,OK
entailment,OK,OK
entailment,OK,So your time
entailment,So your time,Sorry sorry so sorry what happened with
entailment,Sorry sorry so sorry what happened with,Your turn again
entailment,Your turn again,One minute one minute
entailment,One minute one minute,I think after that what
entailment,I think after that what,You put like after the same way to put your thing the piece check that line is there your last move
entailment,You put like after the same way to put your thing the piece check that line is there your last move,Oh my national was here man that man is a corner so is now in your town
entailment,Oh my national was here man that man is a corner so is now in your town,yeah it's here on the right okay
entailment,yeah it's here on the right okay,So
entailment,So,Okay so i'm gonna go GA by in the other room okay
entailment,Okay so i'm gonna go GA by in the other room okay,Okay it's your time
entailment,Okay it's your time,That one look like this
entailment,That one look like this,All
entailment,All,seems interesting
entailment,seems interesting,Okay it's your turn
entailment,Okay it's your turn,Oh my God
entailment,Oh my God,I know
entailment,I know,No I have no most seems
entailment,No I have no most seems,yeah I think I can make one know
entailment,yeah I think I can make one know,Whatever i'm putting a that you will get
entailment,Whatever i'm putting a that you will get,Okay
entailment,Okay,we're so did you go
entailment,we're so did you go,This one
entailment,This one,thing I thought is already there
entailment,thing I thought is already there,No this one from this to that
entailment,No this one from this to that,um was one that you go
entailment,um was one that you go,We can't hear you
entailment,We can't hear you,know I could just put line from here to this point
entailment,know I could just put line from here to this point,323 can see
entailment,323 can see,Okay so now I see is look I have no idea whoo
entailment,Okay so now I see is look I have no idea whoo,let's see you go to you go this is this look on you gonna win
entailment,let's see you go to you go this is this look on you gonna win,No I don't want to go
entailment,No I don't want to go,see this this this hour now so and you're going to win them that's Okay I was in the game this way
entailment,see this this this hour now so and you're going to win them that's Okay I was in the game this way,Okay
entailment,Okay,Actually i'll take it you're having enough but you missed it
entailment,Actually i'll take it you're having enough but you missed it,Okay
entailment,Okay,Okay let me put my name here
entailment,Okay let me put my name here,No again because whoever
entailment,No again because whoever,Actually please don't
entailment,Actually please don't,Know don't
entailment,Know don't,don't use the most when i'm playing because it's kind of disturbing me my
entailment,don't use the most when i'm playing because it's kind of disturbing me my,Okay
entailment,Okay,yeah because when you complete the square you have
entailment,yeah because when you complete the square you have,moved so that means look like you're gonna blow
entailment,moved so that means look like you're gonna blow,Yes
entailment,Yes,So you used to have another movie but you just let us
entailment,So you used to have another movie but you just let us,know you can also actually it's not I think that won't be any rules you can also pay
entailment,know you can also actually it's not I think that won't be any rules you can also pay,If it's my turn my turn is completed now it's open
entailment,If it's my turn my turn is completed now it's open,Yes I mean like your tone and you complete the square and you will have an extra room if you can wait a square you will have extra moves on is your turn it
entailment,Yes I mean like your tone and you complete the square and you will have an extra room if you can wait a square you will have extra moves on is your turn it,Is the truth we have extra money
entailment,Is the truth we have extra money,Every time you complete where you will have extra tone you will have another one
entailment,Every time you complete where you will have extra tone you will have another one,Yes this one is say in
entailment,Yes this one is say in,three
entailment,three,Okay
entailment,Okay,Yes so then you have another move that ya
entailment,Yes so then you have another move that ya,know if I start I even I am the one who is playing all the game made
entailment,know if I start I even I am the one who is playing all the game made,If it is like that i'm the one who will play all the moves right
entailment,If it is like that i'm the one who will play all the moves right,Yes
entailment,Yes,It says every time we
entailment,It says every time we,Like whoever complete the square have another extra room
entailment,Like whoever complete the square have another extra room,So you can feel
entailment,So you can feel,When God is now I did so again if you have an external
entailment,When God is now I did so again if you have an external,Now now you have another move just keep going until you can complete the square
entailment,Now now you have another move just keep going until you can complete the square,know if except as I will complete my thing entirely myself only right
entailment,know if except as I will complete my thing entirely myself only right,Okay
entailment,Okay,Okay keep going
entailment,Okay keep going,With your to hurry and Venus Venus the game
entailment,With your to hurry and Venus Venus the game,yeah faster that way you don't have to time it look like you're gonna go for the whole game
entailment,yeah faster that way you don't have to time it look like you're gonna go for the whole game,Yes
entailment,Yes,keep going
entailment,keep going,I think I can complete dental team
entailment,I think I can complete dental team,I know you the link again
entailment,I know you the link again,keep going we need to finish this game so we can start on another game
entailment,keep going we need to finish this game so we can start on another game,I think that's it
entailment,I think that's it,that's a that's a
entailment,that's a that's a,yeah i'm here I need to stop
entailment,yeah i'm here I need to stop,yeah yeah wow you got one more move if you just go eat that you know women
entailment,yeah yeah wow you got one more move if you just go eat that you know women,No that's it because I completed that after that I have
entailment,No that's it because I completed that after that I have,To do
entailment,To do,You just lay and as a new student one moment you need to go
entailment,You just lay and as a new student one moment you need to go,Okay that means that wants me to put my initial yes I don't we make a book that one
entailment,Okay that means that wants me to put my initial yes I don't we make a book that one,Just just like on the other initial and copy and cases
entailment,Just just like on the other initial and copy and cases,yeah I completed my mood i'm going to copy and paste
entailment,yeah I completed my mood i'm going to copy and paste,Okay so now it's gonna be my mood in
entailment,Okay so now it's gonna be my mood in,My room
entailment,My room,Going at my Nice on you
entailment,Going at my Nice on you,So big
entailment,So big,And then monique when you're gonna win
entailment,And then monique when you're gonna win,So okay and neck will be your time and you have to complete all the other square or
entailment,So okay and neck will be your time and you have to complete all the other square or,i'm not able to put okay
entailment,i'm not able to put okay,This is a warrior so i'm not mean you can leave audio a square you when I only got one Square and the rest you gotta dress
entailment,This is a warrior so i'm not mean you can leave audio a square you when I only got one Square and the rest you gotta dress,Yes
entailment,Yes,Okay it must be in between and
entailment,Okay it must be in between and,We will play another game so I have a link down
entailment,We will play another game so I have a link down,I need to put J here all of the place called moon it because we know
entailment,I need to put J here all of the place called moon it because we know,Other than
entailment,Other than,me I don't think we need to put it in there
entailment,me I don't think we need to put it in there,Okay
entailment,Okay,And let me see this is another side we can play the game online in his people game
entailment,And let me see this is another side we can play the game online in his people game,I oh
entailment,I oh,Okay so I need to what is your only way to stop stop recording or whatever
entailment,Okay so I need to what is your only way to stop stop recording or whatever,there's one more game we need to play
entailment,there's one more game we need to play,Okay yeah let me send the link on it yet so we can go to that website and play another game
entailment,Okay yeah let me send the link on it yet so we can go to that website and play another game,So click on that link people games up not idle
entailment,So click on that link people games up not idle,Okay
entailment,Okay,which won the game name what is a gaming
entailment,which won the game name what is a gaming,Is has four game on that website it's just a matter of tic TAC toe connect so I say play tic TAC toe because his pass this is going to play
entailment,Is has four game on that website it's just a matter of tic TAC toe connect so I say play tic TAC toe because his pass this is going to play,tic TAC toe
entailment,tic TAC toe,Okay click on that game and you have to invite me so like frame frame
entailment,Okay click on that game and you have to invite me so like frame frame,Okay
entailment,Okay,So yeah you have to copy the link and post the link on it yeah
entailment,So yeah you have to copy the link and post the link on it yeah,Okay okay
entailment,Okay okay,yeah put that link on idea
entailment,yeah put that link on idea,Okay so i'm gonna
entailment,Okay so i'm gonna,Okay 321
entailment,Okay 321,rules
entailment,rules,So maybe i'm the one who stopped by the
entailment,So maybe i'm the one who stopped by the,shot you're the one who stopped okay well let me click on anything we've done so probably you are the one who stopped first
entailment,shot you're the one who stopped okay well let me click on anything we've done so probably you are the one who stopped first,Okay
entailment,Okay,So I stopped
entailment,So I stopped,Yes
entailment,Yes,Okay
entailment,Okay,So again
entailment,So again,So does the time so we're now
entailment,So does the time so we're now,Recording
entailment,Recording,Recording now
entailment,Recording now,Should I stop sharing and stop the
entailment,Should I stop sharing and stop the,morning
entailment,morning,Let me stop the recording and please wait
entailment,Let me stop the recording and please wait,yeah so now we need to get our zoom meeting so
neutral,yeah so now we need to get our zoom meeting so,How are you
entailment,How are you,i'm good how are you
entailment,i'm good how are you,i'm fine
entailment,i'm fine,yeah not that great how was yours
entailment,yeah not that great how was yours,me
entailment,me,When
entailment,When,I get it
entailment,I get it,Okay shall we start again
entailment,Okay shall we start again,yeah sure
entailment,yeah sure,Okay let's listen
entailment,Okay let's listen,First we can play
entailment,First we can play,seniors check
entailment,seniors check,check
entailment,check,One second I think my ad Blocker is on I need to disable it
entailment,One second I think my ad Blocker is on I need to disable it,Okay
entailment,Okay,Do I need to click the play button
entailment,Do I need to click the play button,Yes
entailment,Yes,Okay
entailment,Okay,So Are you familiar with this game go straight
entailment,So Are you familiar with this game go straight,Curry
entailment,Curry,So Are you familiar with this game schools right
entailment,So Are you familiar with this game schools right,yeah
entailment,yeah,So you can play one more game
entailment,So you can play one more game,Are you familiar with this datsun boxes
entailment,Are you familiar with this datsun boxes,boxes
entailment,boxes,yeah
entailment,yeah,you're ready
entailment,you're ready,yeah
neutral,yeah,So you're going to record a video right.
entailment,So you're going to record a video right.,Hi. Hi Chris. How you doing okay.
entailment,Hi. Hi Chris. How you doing okay.,Okay so be playing this square game. And the way it goes is that you just have to play and tried to get a whole full square.
entailment,Okay so be playing this square game. And the way it goes is that you just have to play and tried to get a whole full square.,And well as soon as you make a square your initials and that's how the game goes.
entailment,And well as soon as you make a square your initials and that's how the game goes.,Okay okay.
entailment,Okay okay.,No. No dad no no no no badness so you can do that has to be sides open now window devils.
entailment,No. No dad no no no no badness so you can do that has to be sides open now window devils.,All right you go first.
entailment,All right you go first.,Yeah we can go first this one.
entailment,Yeah we can go first this one.,Have you gone back to Nigeria and retired recently.
entailment,Have you gone back to Nigeria and retired recently.,Yes I went there just before Kobe.
entailment,Yes I went there just before Kobe.,Well yeah Yeah.
entailment,Well yeah Yeah.,How they do with Cody.
entailment,How they do with Cody.,This is a little bit better over there.
entailment,This is a little bit better over there.,Yes from here to here. I'm not sure why but yeah they are doing. Actually a lot better. Oh wow.
entailment,Yes from here to here. I'm not sure why but yeah they are doing. Actually a lot better. Oh wow.,Yeah well he's only sprouting because the population is much more younger than here.
entailment,Yeah well he's only sprouting because the population is much more younger than here.,You have your choice and everything was okay over there would you rather live over there here which one.
entailment,You have your choice and everything was okay over there would you rather live over there here which one.,Oh yeah of course home is home you know are our best to at home.
entailment,Oh yeah of course home is home you know are our best to at home.,But you know the opportunity is limited over there. So I'm here
entailment,But you know the opportunity is limited over there. So I'm here,hopefully maybe one day you're there might be a little bit better globally as opposed to just here.
entailment,hopefully maybe one day you're there might be a little bit better globally as opposed to just here.,Yeah I hope so too.
entailment,Yeah I hope so too.,What I'm me realistic kind of person and look at how things are going.
entailment,What I'm me realistic kind of person and look at how things are going.,And you know the the Nigeria that I grew up in is a lot better than one that will have today.
entailment,And you know the the Nigeria that I grew up in is a lot better than one that will have today.,So I don't know we're just hoping
entailment,So I don't know we're just hoping,definitely would spread goes to a global economy pretty soon.
entailment,definitely would spread goes to a global economy pretty soon.,It would be nice or think I'm very interested in stuff like of course everybody is like blockchain and how that's gonna play out.
entailment,It would be nice or think I'm very interested in stuff like of course everybody is like blockchain and how that's gonna play out.,Yeah.
entailment,Yeah.,Definitely move things out of the hands of government and into the people.
entailment,Definitely move things out of the hands of government and into the people.,Oh yeah.
entailment,Oh yeah.,Sometimes government is problem
entailment,Sometimes government is problem,nearly always in the development some aspect of that through.
entailment,nearly always in the development some aspect of that through.,What's the phone call.
entailment,What's the phone call.,It's kind of like wheat germ and it's it's kind of almost like almost like no but it's not you eat it with with your food.
entailment,It's kind of like wheat germ and it's it's kind of almost like almost like no but it's not you eat it with with your food.,Oh yes course very popular right it's called Foo Foo it.
entailment,Oh yes course very popular right it's called Foo Foo it.,Yeah.
entailment,Yeah.,I don't know if you've heard of
entailment,I don't know if you've heard of,thing called cassava Just like our potatoes.
entailment,thing called cassava Just like our potatoes.,But it has more.
entailment,But it has more.,It has much starch in it.
entailment,It has much starch in it.,Yeah.
entailment,Yeah.,That was interesting. What a fun.
entailment,That was interesting. What a fun.,Yeah that was fun.
entailment,Yeah that was fun.,Yes its very common in West African countries.
entailment,Yes its very common in West African countries.,Okay cruises seem like the dummy again.
entailment,Okay cruises seem like the dummy again.,Sure.
entailment,Sure.,Yeah it seemed like it.
entailment,Yeah it seemed like it.,Is it my turn. Your turn.
entailment,Is it my turn. Your turn.,It's my turn. I just play
entailment,It's my turn. I just play,It's my turn. I just play
entailment,It's my turn. I just play,Let me just label.
entailment,Let me just label.,How do you write it in.
entailment,How do you write it in.,So I'm guessing this is dead right where it says mine just go down to scribble.
entailment,So I'm guessing this is dead right where it says mine just go down to scribble.,Okay.
entailment,Okay.,The carrot the drop down menu from one yes yeah see.
entailment,The carrot the drop down menu from one yes yeah see.,You got one more line.
entailment,You got one more line.,My
entailment,My,oh yeah some language shutting people in right.
entailment,oh yeah some language shutting people in right.,Alright so what other games do you want to play.
entailment,Alright so what other games do you want to play.,Let's try checkers
entailment,Let's try checkers,back to them.
entailment,back to them.,Okay. Yes.
entailment,Okay. Yes.,Right.
entailment,Right.,Yeah give me a moment let me.
entailment,Yeah give me a moment let me.,Okay.
entailment,Okay.,Your turn first.
entailment,Your turn first.,All right. What kind of food do you miss the most.
entailment,All right. What kind of food do you miss the most.,Oh fish mostly really.
entailment,Oh fish mostly really.,Yeah.
entailment,Yeah.,I'm from the part of Nigeria where I'm from. I'm from southern part of Nigeria there's a lot of a lot of water lm from seawater.
entailment,I'm from the part of Nigeria where I'm from. I'm from southern part of Nigeria there's a lot of a lot of water lm from seawater.,Yeah.
entailment,Yeah.,I'm actually have my family from Louisiana so it's always been a staple in the diet speech.
entailment,I'm actually have my family from Louisiana so it's always been a staple in the diet speech.,Shrimp cranz.
entailment,Shrimp cranz.,Yeah.
entailment,Yeah.,How do you decide where you're from.
entailment,How do you decide where you're from.,I don't know I don't know I don't know how it goes. It's kind of odd here in the United States.
entailment,I don't know I don't know I don't know how it goes. It's kind of odd here in the United States.,You know you. There's a lot of regions it's such a big country. So in my in that region Louisiana there's a lot of French people.
entailment,You know you. There's a lot of regions it's such a big country. So in my in that region Louisiana there's a lot of French people.,The mom
entailment,The mom,from Mexico kind of grew up here in San Antonio and so this.
entailment,from Mexico kind of grew up here in San Antonio and so this.,But that's my mom and dad.
entailment,But that's my mom and dad.,I would assume that it's available feel like it should be more like your but it's not really.
entailment,I would assume that it's available feel like it should be more like your but it's not really.,Yeah.
entailment,Yeah.,I'm from both I guess from both areas.
entailment,I'm from both I guess from both areas.,So
entailment,So,how do you have you played this game I'm just kind
neutral,how do you have you played this game I'm just kind,I really how are you
entailment,I really how are you,buddy i'm fine how are you
entailment,buddy i'm fine how are you,i'm good
entailment,i'm good,yeah okay
entailment,yeah okay,let's start the game
entailment,let's start the game,Okay yeah i'm sharing the screen
entailment,Okay yeah i'm sharing the screen,Okay video be the experienced player for this game
entailment,Okay video be the experienced player for this game,yeah
entailment,yeah,Okay
entailment,Okay,First you have to start then
